Player53OnsetTimes,32.4563,34.5391,35.8321,36.9650,37.9525,39.9593,41.0313,41.7581,43.8160,45.2513,46.2560,47.1055,49.3627,50.6537,51.4291,52.2197,54.3813,55.8023,56.4554,57.2612,59.4019,60.9102,61.6776,62.2056,62.9308,64.0640,65.4154,66.6967,67.7383,68.5777,69.3829,70.3187,71.3973,72.5242,73.6160,74.6152,75.5615,76.5141,77.5087,78.5450,79.6020,80.6466,81.6631,82.6644,83.6683,84.6758,85.6857,86.6952
Player54OnsetTimes,32.4118,34.5090,35.8321,36.9799,37.9672,39.9444,41.0011,41.7429,43.8324,45.2811,46.2711,47.1055,49.3469,50.6395,51.4117,52.2197,54.4126,55.8342,56.4554,57.2151,59.3550,60.8951,61.6932,62.2370,62.9533,64.0640,65.4002,66.6807,67.7227,68.5777,69.3978,70.3339,71.3973,72.5242,73.6160,74.6152,75.5615,76.5141,77.5087,78.5450,79.6020,80.6466,81.6631,82.6644,83.6683,84.6758,85.6857,86.6952
Player55OnsetTimes,33.9463,34.4760,35.0878,37.4020,38.9140,39.5908,40.6610,42.6300,43.9131,44.7016,46.5298,47.7676,48.6852,50.2563,51.4907,52.5628,53.5855,54.7404,55.9437,58.2824,59.7259,60.4827,61.0118,62.6694,63.8741,64.6625,65.3219,66.1577,67.2481,68.4684,69.6298,70.6343,71.5214,72.4112,73.4007,74.4611,75.5463,76.5921,77.5856,78.5605,79.5560,80.5771,81.6143,82.6483,83.6835,84.6910,85.6857,86.6802
Player56OnsetTimes,33.9312,34.4600,35.1209,37.4645,38.9594,39.5908,40.5670,42.5365,43.8805,44.7330,46.6084,47.8139,48.6702,50.1782,51.4291,52.5479,53.6159,54.7866,55.9769,58.2508,59.6797,60.4670,61.0118,62.7006,63.9057,64.6782,65.3074,66.1254,67.2176,68.4534,69.6298,70.6500,71.5364,72.4112,73.3856,74.4460,75.5463,76.6072,77.6158,78.5760,79.5560,80.5582,81.5990,82.6483,83.6835,84.6910,85.6857,86.6802
Player57OnsetTimes,33.5310,34.5698,35.0733,37.2660,38.7916,39.5754,40.4725,42.4754,43.8970,44.7936,46.6642,47.8446,48.6702,50.1486,51.3961,52.5479,53.6459,54.8173,55.9921,58.2343,59.6499,60.4513,61.0273,62.7464,63.9525,64.6931,65.3074,66.1254,67.2327,68.4836,69.6608,70.6659,71.5364,72.4112,73.3856,74.4611,75.5615,76.6228,77.6158,78.5760,79.5560,80.5771,81.6143,82.6483,83.6835,84.6910,85.6857,86.6802
Player58OnsetTimes,32.8080,34.8984,35.9367,36.7954,37.7004,39.9444,41.1994,41.9436,43.7507,45.0369,46.0869,47.0908,49.5951,50.8953,51.4907,52.7305,53.7528,54.8019,55.8980,58.1408,59.6187,60.4827,61.0881,62.7618,63.9210,64.6474,65.2753,66.1254,67.2481,68.4996,69.6608,70.6500,71.5214,72.4112,73.4007,74.4763,75.5615,76.6072,77.6011,78.5760,79.5560,80.5771,81.6143,82.6483,83.6835,84.6910,85.6857,86.6802
Player59OnsetTimes,32.3807,34.4760,35.8321,37.0111,37.9982,39.9287,40.9718,41.7250,43.8805,45.3427,46.3019,47.0908,49.2851,50.5940,51.4117,52.2534,54.4444,55.8489,56.4554,57.1963,59.3397,60.8951,61.7084,62.2521,62.9533,64.0490,65.3839,66.6807,67.7383,68.5931,69.3978,70.3187,71.3819,72.5096,73.5996,74.6152,75.5615,76.5141,77.5087,78.5450,79.6020,80.6466,81.6631,82.6644,83.6683,84.6758,85.6857,86.6952
Player60OnsetTimes,32.6398,34.7401,35.9068,36.8870,37.8177,39.9128,41.0773,41.8494,43.8487,45.2201,46.1942,47.0751,49.4255,50.7324,51.4450,52.9028,53.9660,54.8927,56.7665,57.8184,58.6732,59.7743,61.0574,62.4247,63.6126,64.6017,65.4670,66.3570,67.3544,68.4386,69.5372,70.5888,71.5669,72.5096,73.4757,74.4916,75.5463,76.5921,77.6158,78.6072,79.6020,80.6153,81.6310,82.6483,83.6835,84.7063,85.7167,86.7106
Player61OnsetTimes,32.8532,34.4288,35.4345,36.6299,37.8929,39.1326,41.3835,42.7258,43.5033,44.9763,46.2102,47.2613,48.4385,49.6274,51.0707,52.6245,53.9811,55.1324,56.0987,57.9387,59.3082,60.3583,61.2131,62.1751,63.2756,64.4795,65.6224,66.6347,67.5535,68.4684,69.4436,70.4889,71.5669,72.6167,73.6160,74.5849,75.5615,76.5612,77.5856,78.6232,79.6491,80.6624,81.6631,82.6800,83.6981,84.7220,85.7472,86.7648
Player62OnsetTimes,33.1370,34.7091,35.5053,36.5059,37.7160,39.0409,41.5367,42.9423,43.6097,44.7479,45.9034,47.1213,48.5177,49.8094,51.1949,52.6245,53.8893,55.0399,56.0685,58.0342,59.4167,60.3884,61.1685,62.1101,63.2294,64.4643,65.6387,66.6652,67.5681,68.4534,69.4135,70.4739,71.5669,72.6167,73.6160,74.5698,75.5312,76.5465,77.6011,78.6541,79.6789,80.6624,81.6475,82.6483,83.6835,84.7220,85.7472,86.7648
Player63OnsetTimes,32.2142,34.8184,36.2871,37.2057,37.8479,39.4844,40.6300,42.7875,44.1049,44.7936,46.3625,47.5396,48.5780,50.5183,51.8480,52.7462,53.5229,54.5565,57.0839,58.3895,59.0290,60.3884,61.4125,62.3154,63.2294,64.2802,65.4154,66.5423,67.5681,68.5150,69.4436,70.4274,71.4586,72.5096,73.5531,74.5533,75.5312,76.5306,77.5549,78.5907,79.6176,80.6304,81.6310,82.6327,83.6445,84.6758,85.7002,86.7106
Player64OnsetTimes,32.3352,34.4288,35.8152,37.0259,38.0287,38.9932,41.0313,42.4754,43.5183,44.4317,46.8831,48.3382,49.0206,49.8265,51.8480,53.2549,54.0273,54.6947,56.4868,57.6959,58.7543,59.9455,61.1834,62.4247,63.5215,64.5247,65.4670,66.4196,67.4303,68.4836,69.5372,70.5505,71.5364,72.5096,73.5066,74.5221,75.5463,76.5770,77.6011,78.6072,79.6176,80.6304,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player65OnsetTimes,32.4563,34.5391,35.8321,36.9650,37.9525,39.9593,41.0313,41.7581,43.8160,45.2513,46.2560,47.1055,49.3627,50.6537,51.4291,52.2197,54.3813,55.8023,56.4554,57.2612,59.4019,60.9102,61.6776,62.2056,62.9308,64.0640,65.4154,66.6967,67.7383,68.5777,69.3829,70.3187,71.3973,72.5242,73.6160,74.6152,75.5615,76.5141,77.5087,78.5450,79.6020,80.6466,81.6631,82.6644,83.6683,84.6758,85.6857,86.6952
Player66OnsetTimes,32.3961,34.4760,35.8152,36.9799,37.9828,38.9746,41.0773,42.5365,43.5484,44.4169,46.8216,48.2916,49.0206,49.8881,51.9110,53.2702,53.9960,54.6491,56.4868,57.7263,58.7878,59.9613,61.1685,62.3940,63.5064,64.5247,65.4816,66.4351,67.4303,68.4684,69.5212,70.5505,71.5515,72.5242,73.5066,74.5221,75.5463,76.5770,77.6011,78.6072,79.6176,80.6304,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player67OnsetTimes,32.2890,34.8984,36.3180,37.1760,37.8022,39.4694,40.6452,41.7250,44.3508,45.8075,46.4230,47.3059,49.3006,50.4412,51.2416,53.1311,54.3333,55.0865,56.4230,57.3387,58.4210,59.8687,61.3352,62.6233,63.5974,64.4325,65.3074,66.3262,67.4451,68.5613,69.5836,70.5350,71.4743,72.4641,73.4914,74.5377,75.5765,76.5770,77.5699,78.5760,79.5868,80.6153,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player68OnsetTimes,32.1844,34.7887,36.2871,37.2359,37.8929,39.4996,40.6150,42.7409,44.0738,44.7936,46.4077,47.5870,48.5945,50.4722,51.7853,52.7150,53.5380,54.5881,57.0839,58.3737,59.0053,60.3884,61.4281,62.3311,63.2294,64.2802,65.4154,66.5423,67.5681,68.5150,69.4436,70.4274,71.4586,72.5096,73.5531,74.5533,75.5312,76.5306,77.5549,78.5907,79.6176,80.6304,81.6310,82.6327,83.6445,84.6758,85.7167,86.7261
Player69OnsetTimes,32.5941,34.6931,35.8919,36.9030,37.8330,39.9287,41.0927,41.8494,43.8160,45.1748,46.1788,47.0908,49.4565,50.7639,51.4600,52.8873,53.9343,54.8628,56.7818,57.8629,58.7070,59.7743,61.0427,62.4095,63.6126,64.6173,65.4816,66.3724,67.3695,68.4534,69.5372,70.5656,71.5364,72.4942,73.4914,74.5221,75.5615,76.5921,77.6011,78.5907,79.5868,80.6153,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player70OnsetTimes,33.1827,34.7549,35.5203,36.4754,37.6694,39.0258,41.5845,43.0053,43.6402,44.6862,46.9284,48.1841,48.8157,49.8094,50.9605,52.3634,53.7837,55.1017,56.1770,58.0190,59.3082,60.2671,61.1045,62.1101,63.2591,64.4795,65.6065,66.6040,67.5069,68.4232,69.4135,70.4739,71.5515,72.5850,73.5683,74.5377,75.5312,76.5465,77.5856,78.6232,79.6338,80.6304,81.6310,82.6483,83.6835,84.7063,85.7318,86.7490
Player71OnsetTimes,33.9619,34.4932,35.0733,37.3567,38.8828,39.5908,40.7405,41.7250,44.1666,45.6054,46.3474,47.5104,48.5487,50.4878,51.8322,52.7305,53.5061,54.5418,57.0664,58.3737,59.0053,60.3734,61.3971,62.3002,63.2143,64.2641,65.4002,66.5271,67.5681,68.5150,69.4436,70.4119,71.4435,72.4942,73.5377,74.5377,75.5159,76.5141,77.5392,78.5760,79.6020,80.6153,81.6143,82.6162,83.6294,84.6601,85.7002,86.7261
Player72OnsetTimes,33.0613,34.6469,35.5053,36.5532,37.7640,39.0560,41.4751,42.8806,43.5946,44.8245,45.9796,47.1388,48.4689,49.7337,51.1626,52.6391,53.9343,55.0717,56.0685,58.0019,59.3856,60.3884,61.1834,62.1264,63.2447,64.4795,65.6387,66.6500,67.5535,68.4534,69.4288,70.4889,71.5669,72.6004,73.5996,74.5698,75.5463,76.5612,77.6011,78.6380,79.6639,80.6624,81.6631,82.6644,83.6835,84.7063,85.7318,86.7648
Player73OnsetTimes,32.3501,34.4448,35.8152,37.0111,38.0129,38.9746,41.0313,42.4904,43.5335,44.4473,46.8831,48.3382,49.0206,49.8265,51.8480,53.2549,54.0273,54.6947,56.4868,57.6959,58.7543,59.9455,61.1834,62.4247,63.5215,64.5098,65.4480,66.4196,67.4451,68.4996,69.5372,70.5350,71.5214,72.5096,73.5220,74.5377,75.5615,76.5770,77.5856,78.5907,79.6020,80.6153,81.6475,82.6800,83.6981,84.7063,85.7167,86.7261
Player74OnsetTimes,34.0230,34.5391,34.9930,37.2206,38.8066,39.6064,40.5045,42.4451,43.8487,44.7632,46.6953,47.8902,48.6852,50.1027,51.3340,52.5170,53.6459,54.8478,56.0225,58.2042,59.6030,60.4203,61.0273,62.7921,63.9833,64.6931,65.2753,66.0947,67.2176,68.4836,69.6608,70.6659,71.5364,72.4112,73.3856,74.4611,75.5615,76.6228,77.6158,78.5760,79.5560,80.5771,81.6143,82.6483,83.6835,84.6910,85.6857,86.6802
Player75OnsetTimes,32.3035,34.3948,35.7993,37.0259,38.0287,38.9932,41.0313,42.4754,43.5183,44.4317,46.8831,48.3382,49.0206,49.8265,51.8646,53.2702,54.0433,54.6947,56.4705,57.6806,58.7543,59.9613,61.1985,62.4247,63.5215,64.5247,65.4670,66.4196,67.4303,68.4836,69.5372,70.5505,71.5364,72.5096,73.5066,74.5221,75.5463,76.5770,77.6011,78.6072,79.6176,80.6304,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player76OnsetTimes,32.9447,34.5090,35.4532,36.5984,37.8479,39.1178,41.4293,42.7875,43.5335,44.9149,46.1171,47.2151,48.4539,49.6724,51.1009,52.6245,53.9660,55.1169,56.0838,57.9537,59.3397,60.3734,61.2131,62.1593,63.2591,64.4643,65.6224,66.6500,67.5681,68.4684,69.4288,70.4739,71.5515,72.6004,73.5996,74.5698,75.5463,76.5612,77.6011,78.6380,79.6639,80.6624,81.6631,82.6800,83.6981,84.7220,85.7472,86.7648
Player77OnsetTimes,32.2890,34.8984,36.3180,37.1760,37.8022,39.4694,40.6452,41.7250,44.3508,45.8075,46.4230,47.3059,49.3006,50.4412,51.2416,53.1311,54.3333,55.0865,56.4230,57.3387,58.4210,59.8687,61.3352,62.6233,63.5974,64.4325,65.3074,66.3262,67.4451,68.5613,69.5836,70.5350,71.4743,72.4641,73.4914,74.5377,75.5765,76.5770,77.5699,78.5760,79.5868,80.6153,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player78OnsetTimes,33.7456,34.7887,35.1354,36.9958,38.4672,39.4391,40.8033,41.9100,43.1048,44.4169,45.9337,47.3984,48.7861,49.8726,51.0707,52.4540,53.8140,55.0865,56.1614,58.0639,59.3856,60.3433,61.1529,62.1264,63.2591,64.4943,65.6387,66.6347,67.5375,68.4534,69.4436,70.5046,71.5824,72.6167,73.5996,74.5533,75.5312,76.5612,77.6158,78.6541,79.6639,80.6624,81.6631,82.6800,83.6981,84.7220,85.7472,86.7648
Player79OnsetTimes,32.5941,34.6931,35.8919,36.9030,37.8330,39.9287,41.0927,41.8494,43.8160,45.1748,46.1788,47.0908,49.4565,50.7639,51.4600,52.8873,53.9343,54.8628,56.7818,57.8629,58.7070,59.7743,61.0427,62.4095,63.6126,64.6173,65.4816,66.3724,67.3695,68.4534,69.5372,70.5656,71.5364,72.4942,73.4914,74.5221,75.5615,76.5921,77.6011,78.5907,79.5868,80.6153,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player80OnsetTimes,32.2737,34.8841,36.3180,37.1910,37.8177,39.4844,40.6452,41.7250,44.3357,45.7920,46.4230,47.3367,49.3314,50.4412,51.2250,53.1001,54.3180,55.0865,56.4230,57.3387,58.4210,59.8687,61.3352,62.6233,63.5974,64.4325,65.3074,66.3262,67.4451,68.5613,69.5836,70.5350,71.4743,72.4641,73.4914,74.5377,75.5765,76.5770,77.5699,78.5760,79.5868,80.6153,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player81OnsetTimes,32.7018,34.7887,35.9068,36.8412,37.7640,39.9444,41.1538,41.8951,43.7667,45.0983,46.1324,47.0908,49.5193,50.8255,51.4755,52.8092,53.8438,54.8328,55.8651,58.0639,59.5723,60.4976,61.1375,62.7921,63.9057,64.6173,65.2595,66.1254,67.2632,68.5150,69.6758,70.6500,71.5214,72.4112,73.4007,74.4763,75.5615,76.6072,77.6011,78.5760,79.5713,80.6008,81.6310,82.6483,83.6683,84.6758,85.6857,86.6952
Player82OnsetTimes,32.2586,34.8671,36.3033,37.1910,37.8330,39.4996,40.6452,42.7723,44.0899,44.7784,46.3771,47.5717,48.6100,50.4878,51.7853,52.6995,53.5229,54.5881,57.1153,58.4061,59.0053,60.3433,61.3821,62.3154,63.2447,64.2953,65.4154,66.5271,67.5681,68.5302,69.4594,70.4274,71.4586,72.5096,73.5531,74.5533,75.5312,76.5306,77.5549,78.5907,79.6176,80.6304,81.6310,82.6327,83.6445,84.6758,85.7002,86.7106
Player83OnsetTimes,32.3660,34.4600,35.8152,36.9958,37.9982,38.9746,41.0624,42.5214,43.5335,44.4169,46.8530,48.3223,49.0354,49.8571,51.8646,53.2400,54.0118,54.6947,56.5177,57.7263,58.7713,59.9455,61.1685,62.4095,63.5215,64.5247,65.4670,66.4196,67.4303,68.4836,69.5372,70.5505,71.5364,72.5096,73.5066,74.5221,75.5463,76.5770,77.6011,78.6072,79.6176,80.6304,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player84OnsetTimes,34.3785,34.8984,35.4345,37.1163,38.3614,39.2388,40.7405,41.9746,43.1971,44.4629,45.9034,47.3207,48.7005,49.8420,51.0856,52.4858,53.8290,55.0717,56.1303,58.0342,59.3705,60.3433,61.1529,62.1101,63.2447,64.4795,65.6387,66.6500,67.5535,68.4534,69.4288,70.4739,71.5515,72.6004,73.5996,74.5698,75.5463,76.5465,77.5856,78.6232,79.6491,80.6624,81.6631,82.6644,83.6835,84.7063,85.7318,86.7490
Player85OnsetTimes,32.3352,34.4288,35.8152,37.0259,38.0287,38.9932,41.0313,42.4754,43.5183,44.4317,46.8831,48.3382,49.0206,49.8265,51.8480,53.2549,54.0273,54.6947,56.4868,57.6959,58.7543,59.9455,61.1834,62.4247,63.5215,64.5247,65.4670,66.4196,67.4303,68.4836,69.5372,70.5505,71.5364,72.5096,73.5066,74.5221,75.5463,76.5770,77.6011,78.6072,79.6176,80.6304,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player86OnsetTimes,33.1222,34.6931,35.5053,36.5059,37.7160,39.0409,41.5367,42.9423,43.6097,44.7479,45.9034,47.1213,48.5177,49.8094,51.1949,52.6245,53.8893,55.0399,56.0685,58.0342,59.4167,60.3884,61.1685,62.1101,63.2294,64.4643,65.6387,66.6652,67.5681,68.4534,69.4135,70.4739,71.5669,72.6167,73.6160,74.5698,75.5312,76.5465,77.6011,78.6541,79.6789,80.6624,81.6475,82.6483,83.6835,84.7220,85.7472,86.7648
Player87OnsetTimes,33.5310,34.5698,35.0733,37.2660,38.7916,39.5754,40.4725,42.4754,43.8970,44.7936,46.6642,47.8446,48.6702,50.1486,51.3961,52.5479,53.6459,54.8173,55.9921,58.2343,59.6499,60.4513,61.0273,62.7464,63.9525,64.6931,65.3074,66.1254,67.2327,68.4836,69.6608,70.6659,71.5364,72.4112,73.3856,74.4611,75.5615,76.6228,77.6158,78.5760,79.5560,80.5771,81.6143,82.6483,83.6835,84.6910,85.6857,86.6802
Player88OnsetTimes,32.2439,34.8501,36.3033,37.2057,37.8479,39.4844,40.6300,42.7875,44.1049,44.7936,46.3625,47.5396,48.5780,50.5183,51.8480,52.7462,53.5229,54.5565,57.0839,58.3895,59.0053,60.3583,61.3971,62.3311,63.2591,64.2953,65.4154,66.5271,67.5535,68.5150,69.4594,70.4431,71.4743,72.5096,73.5377,74.5377,75.5312,76.5306,77.5549,78.5907,79.6176,80.6304,81.6310,82.6327,83.6445,84.6758,85.7002,86.7106
Player89OnsetTimes,32.4714,34.5548,35.8471,36.9650,37.9372,39.9444,41.0313,41.7731,43.8324,45.2513,46.2406,47.0908,49.3780,50.6874,51.4450,52.2197,54.3488,55.7713,56.4389,57.2761,59.4480,60.9405,61.6624,62.1751,62.9006,64.0490,65.4154,66.7123,67.7530,68.5777,69.3829,70.3187,71.3973,72.5242,73.6160,74.6152,75.5463,76.4968,77.5087,78.5605,79.6176,80.6466,81.6475,82.6483,83.6683,84.6758,85.6857,86.6952
Player90OnsetTimes,33.2594,34.8184,35.5203,36.4292,37.6250,39.0082,41.6315,43.0670,43.6711,44.6263,46.8382,48.1364,48.8467,49.9030,51.0366,52.3783,53.7379,55.0399,56.1454,58.0798,59.3856,60.3131,61.0881,62.0638,63.2294,64.4795,65.6387,66.6347,67.5219,68.4232,69.3978,70.4588,71.5364,72.5850,73.5838,74.5533,75.5312,76.5306,77.5699,78.6072,79.6338,80.6466,81.6475,82.6483,83.6683,84.6910,85.7167,86.7261
Player91OnsetTimes,32.5022,34.5848,35.8471,36.9340,37.9070,39.9444,41.0469,41.7887,43.8160,45.2201,46.2256,47.1055,49.4104,50.7023,51.4291,52.9579,54.0273,54.9077,56.7051,57.7572,58.6567,59.8053,61.1045,62.4409,63.5974,64.5715,65.4480,66.3724,67.3850,68.4684,69.5527,70.5888,71.5515,72.4942,73.4757,74.5074,75.5615,76.5921,77.6011,78.5907,79.5868,80.6153,81.6475,82.6800,83.6981,84.6910,85.7002,86.7106
Player92OnsetTimes,32.3961,34.4760,35.8152,36.9799,37.9828,38.9746,41.0773,42.5365,43.5484,44.4169,46.8216,48.2916,49.0206,49.8881,51.9110,53.2702,53.9960,54.6491,56.4868,57.7263,58.7878,59.9613,61.1685,62.3940,63.5064,64.5247,65.4816,66.4351,67.4303,68.4684,69.5212,70.5505,71.5515,72.5242,73.5066,74.5221,75.5463,76.5770,77.6011,78.6072,79.6176,80.6304,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player93OnsetTimes,32.3501,34.4448,35.8152,37.0111,38.0129,38.9746,41.0313,42.4904,43.5335,44.4473,46.8831,48.3382,49.0206,49.8265,51.8480,53.2549,54.0273,54.6947,56.4868,57.6959,58.7543,59.9455,61.1834,62.4247,63.5215,64.5098,65.4480,66.4196,67.4451,68.4996,69.5372,70.5350,71.5214,72.5096,73.5220,74.5377,75.5615,76.5770,77.5856,78.5907,79.6020,80.6153,81.6475,82.6800,83.6981,84.7063,85.7167,86.7261
Player94OnsetTimes,32.4412,34.5240,35.8321,36.9650,37.9525,39.9593,41.0313,41.7581,43.8160,45.2513,46.2560,47.1055,49.3627,50.6537,51.4291,52.2197,54.3813,55.8023,56.4554,57.2612,59.4019,60.9102,61.6776,62.2056,62.9308,64.0640,65.4154,66.6967,67.7383,68.5777,69.3829,70.3187,71.3973,72.5242,73.6160,74.6152,75.5615,76.5141,77.5087,78.5450,79.6020,80.6466,81.6631,82.6644,83.6683,84.6758,85.6857,86.6952
Player95OnsetTimes,32.3961,34.4760,35.8152,36.9799,37.9828,38.9746,41.0773,42.5365,43.5484,44.4169,46.8216,48.2916,49.0206,49.8881,51.9110,53.2702,53.9960,54.6491,56.4868,57.7263,58.7878,59.9613,61.1685,62.3940,63.5064,64.5247,65.4816,66.4351,67.4303,68.4684,69.5212,70.5505,71.5515,72.5242,73.5066,74.5221,75.5463,76.5770,77.6011,78.6072,79.6176,80.6304,81.6475,82.6644,83.6835,84.6910,85.7002,86.7106
Player96OnsetTimes,33.1827,34.7549,35.5203,36.4754,37.6694,39.0258,41.5845,43.0053,43.6402,44.6862,46.9284,48.1841,48.8157,49.8094,50.9605,52.3634,53.7837,55.1017,56.1770,58.0190,59.3082,60.2671,61.1045,62.1101,63.2591,64.4795,65.6065,66.6040,67.5069,68.4232,69.4135,70.4739,71.5515,72.5850,73.5683,74.5377,75.5312,76.5465,77.5856,78.6232,79.6338,80.6304,81.6310,82.6483,83.6835,84.7063,85.7318,86.7490
