Player32OnsetTimes,13.3770,14.9318,15.7531,16.8403,18.1267,19.4344,21.7617,23.2701,24.0088,25.0033,26.1098,27.3438,28.6214,30.0388,31.4370,32.6447,33.9077,35.2814,36.6039,38.1029,39.4833,40.8015,42.1976,43.5261,44.7643,46.1456,47.6605,49.0826,50.4130,51.6767,54.2785,55.7598,56.3552,57.3798,59.5519,60.8915,61.6920,63.2721,64.5547,65.5980,67.9849,69.3626,69.9899,71.2217,72.3951,73.5621,74.7784,75.9246,77.0483,78.1302,79.2764,80.4414,81.6545,82.9747,84.3171,85.5626,86.7669,87.9711,89.2523,90.4764,91.5391,92.4817,93.3910,94.3512,95.3849,96.4586,97.5177,98.5367,99.5329,100.5362,101.5562,102.5902,103.6347,104.6507,105.6451,106.6519,107.6711,108.6958
Player33OnsetTimes,13.1413,15.2075,16.2109,17.0944,18.0440,20.2622,21.4794,22.3668,24.2225,25.3664,26.3096,28.2320,29.3642,30.1218,31.7809,32.9087,33.8958,36.1975,37.4845,38.2790,39.6810,40.8132,42.0056,44.5438,45.8629,46.4440,47.7562,48.8945,51.2617,52.5724,53.1743,54.6543,55.9598,57.2011,59.8155,61.2246,61.7724,62.7162,65.0324,66.3990,67.1776,68.6221,69.7576,70.8400,72.1276,73.5150,74.8568,75.9852,76.9874,77.9745,80.2239,81.4484,81.9203,82.9602,84.0418,86.4150,87.7383,88.2458,89.2210,90.1569,91.1603,92.2388,93.3305,94.3824,95.3849,96.3522,97.3315,98.3527,99.4023,100.4551,101.4934,102.5033,103.5027,104.5119,105.5385,106.5715,107.6086,108.6341
Player34OnsetTimes,12.7554,14.8247,16.1071,17.2709,18.2945,20.2738,21.3055,22.1905,24.3078,25.5869,26.4754,28.0900,29.1040,29.9693,32.0205,33.2616,34.0866,35.8841,37.0400,38.0674,40.1131,41.4089,42.2975,43.9753,45.0770,46.0839,48.5390,49.9535,50.5726,51.6767,53.8867,55.2906,56.0862,57.6516,58.8637,59.9288,62.3898,63.8138,64.5231,65.6782,66.8375,69.3318,70.7264,71.2987,72.4744,73.5150,74.5957,75.7095,76.8942,78.0681,79.2617,80.4106,81.5774,82.8538,84.1949,85.4677,86.7022,87.9241,89.1903,90.3989,91.4760,92.4199,93.3305,94.2740,95.3023,96.3824,97.4565,98.4914,99.4851,100.4716,101.4784,102.5033,103.5486,104.5906,105.6143,106.6210,107.6243,108.6341
Player35OnsetTimes,12.9509,15.0171,16.1480,17.1761,18.1749,20.2856,21.4043,22.2842,24.2586,25.4704,26.3922,28.1730,29.2449,30.0501,31.8897,33.0670,33.9796,36.0445,37.2745,38.1852,39.8924,41.1003,42.1490,44.2763,45.4867,46.2704,48.1185,49.3856,50.3052,52.2260,53.5225,54.5302,56.6550,57.9968,58.7931,60.4423,61.7394,62.7941,65.1757,66.5085,67.1928,68.4959,69.6329,70.8248,72.2198,73.6310,74.9181,75.9705,76.9410,77.9439,80.2854,81.5411,81.9682,82.8842,84.9763,86.2200,86.8621,88.1688,89.2986,90.3070,91.2671,92.2536,93.2823,94.3211,95.3543,96.3824,97.3953,98.3992,99.4193,100.4397,101.4631,102.4883,103.5174,104.5432,105.5533,106.5715,107.5931,108.6139
Player36OnsetTimes,12.9027,14.9798,16.1480,17.2000,18.1993,20.2738,21.3797,22.2693,24.2706,25.4942,26.4046,28.1368,29.1979,30.0276,31.9384,33.1321,34.0151,35.9852,37.1928,38.1383,39.9625,41.2067,42.2143,44.1827,45.3450,46.1923,48.2377,49.5619,50.3976,52.0826,53.3141,54.4169,56.8533,58.2904,58.9601,60.1870,61.3522,63.8289,65.3014,65.8736,67.0542,68.1599,70.6446,72.0717,72.7234,73.2144,75.0216,76.3513,77.2219,77.9286,79.8110,81.0553,81.8129,83.3927,84.5474,85.4045,87.2892,88.5195,89.3282,90.0642,90.9773,92.1292,93.3457,94.4740,95.4630,96.3675,97.2858,98.2917,99.3707,100.4551,101.5094,102.5273,103.5174,104.5119,105.5204,106.5401,107.5749,108.6139
Player37OnsetTimes,13.1297,15.1954,16.1976,17.0944,18.0440,20.2622,21.4794,22.3668,24.2225,25.3664,26.3096,28.2320,29.3642,30.1218,31.7809,32.9087,33.8958,36.1975,37.4845,38.2790,39.6810,40.8132,42.0056,44.5438,45.8629,46.4440,47.7562,48.8945,51.2617,52.5724,53.1743,54.6543,55.9598,57.2011,59.8155,61.2246,61.7724,62.7162,65.0324,66.3990,67.1776,68.6221,69.7576,70.8400,72.1434,73.5310,74.8728,75.9852,76.9874,77.9745,80.2239,81.4484,81.9203,82.9602,84.0418,86.4150,87.7383,88.2458,89.2210,90.1569,91.1603,92.2388,93.3305,94.3824,95.3849,96.3522,97.3315,98.3527,99.4023,100.4551,101.4934,102.5033,103.5027,104.5119,105.5385,106.5715,107.6086,108.6341
Player38OnsetTimes,13.7165,14.7541,15.3271,17.7409,19.3308,19.9797,21.0681,22.1552,24.5998,25.8947,26.5627,27.6998,28.6345,30.8990,32.2522,32.8017,34.0751,35.2941,37.5802,39.0173,39.6346,40.8132,42.0367,44.5438,45.8165,46.3966,47.7403,48.8945,51.2617,52.5724,53.1581,54.6226,55.9279,57.1863,59.8155,61.2246,61.7558,62.6701,64.9864,66.3842,67.1928,68.6221,69.7421,71.8717,73.1648,73.7840,74.9181,75.8160,77.6646,78.7491,79.3414,80.5676,81.6392,82.7596,85.2744,86.5893,86.9868,88.0306,89.0324,90.0943,91.2072,92.3141,93.3457,94.3058,95.2693,96.2763,97.3160,98.3688,99.4023,100.4236,101.4311,102.4409,103.4564,104.4953,105.5204,106.5401,107.5586,108.5790
Player39OnsetTimes,12.8789,14.9554,16.1480,17.2243,18.2239,20.2738,21.3558,22.2423,24.2960,25.5404,26.4392,28.1130,29.1511,30.0043,31.9847,33.1922,34.0389,35.9311,37.1227,38.1147,40.0439,41.2996,42.2464,44.0853,45.2182,46.1302,48.3639,49.7455,50.4933,51.8882,53.0459,55.5435,56.9634,57.5713,58.7156,60.9736,62.3088,62.9639,64.4778,65.6615,66.8375,69.3626,70.7591,71.3144,72.4263,73.4512,74.5637,75.7245,76.9255,78.0991,79.2617,80.3797,82.6980,83.9919,84.5163,85.3730,87.3198,88.5811,89.3763,90.0642,90.9477,92.0968,93.3457,94.5050,95.4931,96.3824,97.2858,98.2773,99.3707,100.4885,101.5400,102.5432,103.5174,104.4953,105.5049,106.5556,107.6086,108.6489
Player40OnsetTimes,12.6736,15.2540,16.5945,17.4459,18.1141,19.8152,20.9732,22.1905,23.4866,24.7661,26.2516,27.6642,28.8566,30.0501,31.2811,33.6928,35.0800,35.6936,36.6039,38.9706,40.3342,40.9973,42.4917,43.6406,45.5973,46.8467,47.7081,49.4340,50.6658,52.5561,53.6027,54.3829,56.4161,57.8718,58.8637,60.7114,61.9618,62.8253,64.8943,66.2128,67.1150,68.8567,70.0671,70.9930,73.1497,74.4353,75.0555,75.9705,76.8337,78.8115,80.0503,80.6603,81.8129,82.8994,84.0575,85.2931,86.6090,87.9397,89.2678,90.4452,91.4367,92.3288,93.2522,94.2595,95.3391,96.4127,97.4414,98.4290,99.4193,100.4397,101.4784,102.5273,103.5639,104.5755,105.5680,106.5715,107.5931,108.6341
Player41OnsetTimes,13.0118,15.0765,16.1750,17.1525,18.1267,20.2738,21.4297,22.3201,24.2469,25.4239,26.3568,28.1965,29.2927,30.0738,31.8423,33.0050,33.9559,36.1168,37.3711,38.2203,39.7870,40.9622,42.0838,44.4008,45.6584,46.3493,47.9430,49.1615,50.2222,52.4620,53.8230,54.6543,56.3401,57.5884,58.6207,60.8570,62.2768,63.0270,64.6170,65.7765,66.8687,69.2361,70.6193,71.2682,72.6001,73.6699,74.6719,75.6782,76.8189,78.0212,79.2764,80.4569,81.6084,82.8538,84.1795,85.4677,86.7188,87.9397,89.2054,90.3989,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4851,100.4885,101.4934,102.5273,103.5639,104.5906,105.5990,106.6052,107.6243,108.6489
Player42OnsetTimes,12.8192,14.8965,16.1369,17.2475,18.2477,20.2502,21.3172,22.2269,24.3315,25.5869,26.4627,28.0656,29.0807,29.9693,32.0446,33.2863,34.0866,35.8365,36.9924,38.0559,40.1796,41.4888,42.3291,43.8809,44.9564,47.0864,48.3953,49.0668,50.5084,51.6935,53.9814,55.3685,56.1026,57.5564,58.7471,61.0201,62.3412,62.9639,64.4449,65.6293,66.8375,69.4100,70.8072,71.3296,72.3792,73.4040,74.5637,75.7555,76.9714,78.1141,79.2436,80.3639,82.7127,84.0238,84.5318,85.3573,87.2744,88.5495,89.3763,90.0943,90.9773,92.1133,93.3457,94.4893,95.4786,96.3675,97.2858,98.2917,99.3860,100.4885,101.5400,102.5432,103.5174,104.4953,105.5049,106.5556,107.6086,108.6489
Player43OnsetTimes,13.1993,14.7541,15.7053,16.9253,18.2477,19.4945,21.6510,23.1165,23.9374,25.1676,26.3215,27.4398,29.7041,31.0526,31.6570,32.5722,34.7468,36.1515,36.8287,38.4813,39.6580,40.6619,41.8826,44.6530,46.0663,46.5915,47.6145,49.6962,50.9834,51.7294,53.3305,54.6848,55.8955,58.3507,59.7075,60.2810,61.5262,62.6858,65.3651,66.7745,67.3294,68.2356,70.3054,71.6706,72.5683,73.3381,75.3683,76.6159,77.2368,78.2557,79.1830,81.1750,82.3808,83.0840,84.5474,85.6264,87.4854,88.5495,89.2054,90.5996,91.6021,92.3443,93.0940,94.0545,95.1924,96.3824,97.4874,98.4604,99.3860,100.3436,101.3723,102.4409,103.5174,104.5601,105.5533,106.5401,107.5423,108.5635
Player44OnsetTimes,12.7100,14.7774,16.0951,17.2943,18.3300,20.2856,21.2938,22.1791,24.3199,25.6105,26.4879,28.0656,29.0692,30.8416,31.8897,33.0970,34.0026,36.0193,37.2278,38.1496,39.9156,41.1471,42.1809,44.2142,45.3919,46.2073,48.1911,49.4971,50.3665,52.1461,53.3985,54.4496,56.7616,58.1646,58.8958,60.2960,61.5110,62.6701,65.3651,66.7745,67.3294,68.2356,70.3054,71.6706,72.5683,73.3381,75.3683,76.6159,77.2368,78.2557,79.1830,81.1750,82.3808,83.0840,84.5474,85.6264,87.4854,88.5495,89.2054,90.5996,91.6021,92.3443,93.0940,94.0545,95.1924,96.3824,97.4874,98.4604,99.3860,100.3436,101.3723,102.4409,103.5174,104.5601,105.5533,106.5401,107.5423,108.5635
Player45OnsetTimes,12.5217,15.1002,16.5471,17.5169,18.2239,19.8385,20.9196,23.3171,24.6582,25.1209,26.3684,27.4990,29.6565,30.9473,31.5666,32.5963,33.7299,36.4729,37.8783,38.4695,39.2813,41.2648,42.7501,43.6746,45.2013,46.4120,47.5372,49.8578,51.2047,51.8227,53.0783,55.6520,57.0270,57.5375,59.0699,60.2021,62.3412,63.5520,64.2893,65.7765,67.0851,68.2513,70.6446,71.9947,72.6305,73.6903,74.6421,75.6161,77.8952,79.1205,79.5679,80.6140,82.4251,83.5222,84.2098,85.6863,86.8468,87.8467,88.9494,90.1569,91.3269,92.3896,93.3457,94.2595,95.2233,96.2594,97.3315,98.3992,99.4344,100.4397,101.4311,102.4409,103.4710,104.5119,105.5385,106.5556,107.5749,108.5957
Player46OnsetTimes,13.6111,15.1588,15.8124,16.7246,17.9584,20.7212,22.0000,22.5639,23.6629,25.6547,27.0042,27.7466,28.9758,30.0738,31.1834,33.4905,34.9142,35.6355,36.7215,37.9155,40.4168,41.8179,42.4917,43.5576,45.4549,46.7529,47.6927,49.5138,50.7443,52.4468,53.4146,55.0734,56.1982,58.0581,59.1793,59.9439,61.9307,63.3180,64.3513,66.1964,67.4701,68.3273,70.1785,71.4695,72.4427,73.3534,75.5518,76.7868,77.2686,78.0212,79.8110,80.9636,81.7041,83.3927,84.6094,85.4518,87.2148,88.3965,89.2370,90.0490,91.0233,92.1770,93.3602,94.4424,95.4002,96.3056,97.2552,98.2917,99.3860,100.4716,101.4934,102.4729,103.4564,104.4802,105.5204,106.5556,107.5931,108.6139
Player47OnsetTimes,12.9269,14.9920,16.1480,17.1884,18.1874,20.2856,21.4043,22.2842,24.2586,25.4704,26.3922,28.1730,29.2449,30.0501,31.8897,33.0670,33.9796,36.0445,37.2745,38.1852,39.8924,41.1003,42.1490,44.2763,45.4867,46.2704,48.1185,49.3856,50.3052,52.2260,53.5225,54.5302,56.6550,57.9968,58.7931,60.4423,61.7394,62.7941,65.1757,66.5085,67.1928,68.4959,69.6329,70.8248,72.2198,73.6310,74.9181,75.9705,76.9410,77.9439,80.2854,81.5411,81.9682,82.8842,84.9763,86.2200,86.8621,88.1688,89.2986,90.3070,91.2671,92.2536,93.2823,94.3211,95.3543,96.3824,97.3953,98.3992,99.4193,100.4397,101.4631,102.4883,103.5174,104.5432,105.5533,106.5715,107.5931,108.6139
Player48OnsetTimes,12.6986,14.7660,16.0830,17.2943,18.3415,20.2974,21.3055,22.1791,24.3078,25.5988,26.4879,28.0771,29.0807,30.8295,31.8658,33.0970,34.0275,36.0445,37.2394,38.1383,39.8924,41.1358,42.1809,44.2454,45.4224,46.2231,48.1745,49.4817,50.3665,52.1461,53.3985,54.4496,56.7616,58.1646,58.8958,60.2960,61.5110,62.6701,65.3651,66.7745,67.3148,68.2207,70.3054,71.6861,72.5842,73.3534,75.3683,76.6003,77.2219,78.2709,79.2130,81.1750,82.3507,83.0524,84.5630,85.6558,87.5005,88.5495,89.1903,90.5848,91.5863,92.3443,93.1089,94.0708,95.2079,96.3824,97.4713,98.4447,99.3707,100.3280,101.3579,102.4409,103.5174,104.5601,105.5533,106.5401,107.5423,108.5635
Player49OnsetTimes,12.6865,14.7541,16.0830,17.3058,18.3531,20.2856,21.2818,22.1669,24.3315,25.6420,26.5125,28.0416,29.0226,30.8179,31.9024,32.5238,34.3360,35.7652,36.7345,38.9586,40.2146,40.8584,42.4748,43.7062,44.6872,47.0690,48.5876,49.2875,50.4603,52.5086,53.6810,54.4666,56.3552,57.7318,58.7471,60.7752,62.1026,62.9019,64.7364,65.9829,66.9754,69.0262,70.3212,71.1152,72.8822,74.0645,74.8568,75.5694,77.5412,78.8115,79.5197,80.7059,81.6700,83.7536,85.0065,85.6100,86.8316,87.9088,89.0483,90.2255,91.3426,92.3748,93.3305,94.2740,95.2693,96.3056,97.3634,98.4138,99.4344,100.4397,101.4474,102.4729,103.5027,104.5284,105.5533,106.5715,107.5931,108.6139
Player50OnsetTimes,12.6622,15.2428,16.5945,17.4575,18.1267,19.8268,20.9732,22.1791,23.4751,24.7661,26.2627,27.6756,28.8566,30.0388,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,61.9926,63.3495,64.3667,66.2128,67.4854,68.3577,70.2112,71.5006,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5318,85.4518,87.4102,88.6275,89.3763,90.0490,90.9477,92.1292,93.3910,94.5365,95.5073,96.3824,97.2858,98.2917,99.3860,100.5045,101.5730,102.5592,103.5174,104.4953,105.5204,106.5887,107.6392,108.6646
Player51OnsetTimes,12.7959,14.8732,16.1252,17.2591,18.2710,20.2738,21.3300,22.2144,24.3078,25.5753,26.4627,28.0900,29.1040,29.9693,32.0205,33.2616,34.0866,35.8841,37.0400,38.0674,40.1131,41.4089,42.2975,43.9753,45.0770,46.0839,47.3112,50.1234,51.6419,52.0826,53.0627,55.2759,56.6711,57.4757,59.0529,60.2491,61.3522,63.7373,65.2056,65.8402,67.1468,68.2817,70.6038,71.9485,72.6305,73.1984,75.1503,76.4940,77.2834,78.4729,79.3748,81.0397,82.1074,82.8994,84.7469,85.9560,86.7509,88.3965,89.5818,90.3989,91.1304,92.0347,93.1410,94.3211,95.4469,96.4428,97.3634,98.3079,99.3240,100.3917,101.4631,102.5033,103.5174,104.5119,105.5049,106.5251,107.5749,108.6139
Player52OnsetTimes,13.7861,14.8247,15.3500,17.6691,19.2380,19.9321,20.9610,23.2111,24.5168,25.0382,26.4627,27.6524,28.6657,31.0062,32.3350,32.8143,33.9680,35.1761,37.6297,39.1611,39.7521,40.7213,41.8513,44.4804,45.8936,46.5066,47.7403,48.8153,51.1891,52.5561,53.1900,54.6693,55.9598,57.1863,59.7698,61.1758,61.7394,62.7486,65.0971,66.4320,67.1619,68.5259,69.6645,70.8072,72.1586,73.5621,74.8728,75.9552,76.9410,77.9439,80.2389,81.4781,81.9203,82.8994,85.0665,86.2805,86.8468,88.0306,89.1596,90.2416,91.2821,92.2985,93.2989,94.2906,95.3023,96.3366,97.3792,98.3992,99.4193,100.4236,101.4311,102.4573,103.5027,104.5432,105.5533,106.5556,107.5749,108.5957
Player53OnsetTimes,13.7746,14.8120,15.3500,17.6931,19.2614,19.9442,20.9083,23.1398,24.4799,25.0622,26.5627,27.7353,28.6774,30.8990,32.2281,32.7790,34.0866,35.3174,37.6054,39.0298,39.6346,40.7905,42.0056,44.5438,45.8474,46.4272,47.7245,48.8630,51.2617,52.5880,53.1743,54.6073,55.9115,57.1863,59.8304,61.2409,61.7724,62.6858,64.9712,66.3530,67.1619,68.6558,69.7874,70.8400,72.1041,73.4837,74.8420,75.9852,76.9874,77.9595,80.1939,81.4164,81.8890,82.9602,84.0575,86.4150,87.7231,88.2303,89.2054,90.1408,91.1453,92.2388,93.3457,94.3824,95.3543,96.3213,97.3160,98.3527,99.4193,100.4716,101.4784,102.4729,103.4710,104.4953,105.5385,106.5715,107.5931,108.6139
Player54OnsetTimes,12.6156,15.1954,16.5822,17.4809,18.1630,19.8152,20.9493,22.1669,23.4866,24.7892,26.2746,27.6756,28.8448,30.0276,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,62.0081,63.3650,64.3667,66.1964,67.4854,68.3726,70.2270,71.5162,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5318,85.4518,87.4102,88.6275,89.3763,90.0490,90.9477,92.1292,93.3910,94.5365,95.5073,96.3824,97.2858,98.2917,99.3860,100.5045,101.5730,102.5592,103.5174,104.4953,105.5204,106.5887,107.6392,108.6646
Player55OnsetTimes,14.7157,15.2310,15.7531,16.6082,17.8719,20.7909,22.1298,22.6371,23.5224,25.3891,26.8268,27.7586,29.2214,30.3093,31.2324,33.1807,34.5553,35.4956,37.0872,38.3753,39.3527,41.4749,42.9117,43.6904,44.9870,46.1765,47.4579,48.7978,50.2071,52.9789,54.3486,54.8086,56.1811,57.3085,59.5827,60.9081,61.6190,63.0270,64.2893,65.4347,68.0807,69.5040,69.9899,70.8703,73.0882,74.4502,75.0865,75.9402,77.5710,78.5654,79.2436,80.7509,81.9052,82.8994,85.0422,86.2501,86.8148,88.0306,89.1596,90.2255,91.2521,92.2690,93.2823,94.2906,95.3023,96.3213,97.3485,98.3688,99.3860,100.4087,101.4311,102.4573,103.4874,104.5119,105.5385,106.5556,107.5749,108.5957
Player56OnsetTimes,12.7837,14.8616,16.1252,17.2709,18.2835,20.2622,21.3055,22.2024,24.3199,25.5869,26.4627,28.0771,29.0923,29.9693,32.0446,33.2863,34.0866,35.8365,36.9924,38.0559,40.1796,41.4888,42.3291,43.8809,44.9564,47.0864,48.3953,49.0668,50.5084,51.6935,53.9814,55.3685,56.1026,57.5564,58.7471,59.8973,62.5457,64.0007,64.6024,65.4830,67.6636,69.0564,69.8484,71.3934,72.6152,73.5934,74.5790,75.6317,76.8337,78.0681,79.3105,80.4569,81.5927,82.8372,84.1645,85.4518,86.7022,87.9397,89.2054,90.3989,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4665,100.4551,101.4784,102.5273,103.5639,104.5906,105.5990,106.6052,107.6243,108.6489
Player57OnsetTimes,14.3982,14.9199,15.4321,17.5874,19.0931,19.8385,21.1515,22.3315,23.4866,25.8123,27.2847,27.9115,28.7251,30.6792,31.9615,32.6697,34.3589,35.6705,36.6155,38.9348,40.2628,40.9171,42.4412,43.6090,45.5661,46.8158,47.6768,49.4027,50.6346,52.4929,53.5382,55.1213,56.1497,57.9349,59.0856,59.9288,62.0398,63.4460,64.3982,66.0467,67.2681,68.2356,70.3669,71.7319,72.5683,73.2921,75.3065,76.5697,77.2219,78.2861,79.2130,81.1456,82.3191,83.0370,84.5785,85.6863,86.5893,88.6275,89.9226,90.5692,91.0382,91.7959,92.9545,94.3058,95.5535,96.5631,97.4116,98.2627,99.2308,100.3280,101.4631,102.5432,103.5486,104.5119,105.4743,106.4912,107.5423,108.5957
Player58OnsetTimes,13.0006,15.0653,16.1750,17.1649,18.1386,20.2622,21.4043,22.2967,24.2706,25.4704,26.3800,28.1494,29.2214,30.0388,31.9024,33.0970,34.0026,36.0193,37.2278,38.1496,39.9274,41.1586,42.1809,44.2142,45.4075,46.2393,48.2060,49.4971,50.3665,52.1461,53.3985,54.4666,56.7775,58.1646,58.8796,60.2810,61.5110,62.6701,64.0306,65.4512,66.9754,68.4194,69.7421,71.0077,72.3465,73.6507,74.8728,75.9402,76.9714,78.0212,79.1979,80.4106,81.6545,82.9747,84.3009,85.5306,86.7188,87.9241,89.2210,90.4605,91.5391,92.4817,93.3761,94.3211,95.3543,96.4275,97.5026,98.5367,99.5329,100.5209,101.5245,102.5432,103.5791,104.6204,105.6451,106.6519,107.6553,108.6646
Player59OnsetTimes,12.4865,15.0653,16.5471,17.5403,18.2477,19.8268,20.8968,23.3171,24.6717,25.1322,26.3684,27.4990,29.6565,30.9473,31.5666,32.5963,33.7299,36.4729,37.8783,38.4695,39.2813,41.2648,42.7501,43.6746,45.2013,46.4120,47.5372,49.8578,51.2047,51.8227,53.0783,54.3642,57.1218,58.5866,59.0529,60.2021,61.2882,63.7067,65.2056,65.8579,67.1468,68.2513,70.5721,71.9176,72.6001,73.1835,75.1336,76.4781,77.2686,78.4729,79.3748,81.0244,82.0767,82.8688,84.7621,85.9883,86.7669,88.3513,89.5172,90.3534,91.1155,92.0347,93.1410,94.3211,95.4317,96.4275,97.3634,98.3079,99.3240,100.3917,101.4631,102.5033,103.5027,104.4953,105.4902,106.5251,107.5749,108.6139
Player60OnsetTimes,12.7100,14.7774,16.0951,17.2943,18.3300,20.2856,21.2938,22.1791,24.3199,25.6105,26.4879,28.0656,29.0692,29.9557,32.0560,33.3107,34.1093,35.8365,36.9691,38.0309,40.1912,41.5156,42.3604,43.8809,44.9408,47.0690,48.3953,49.0826,50.5245,51.7142,53.9814,55.3538,56.0862,57.5713,58.7776,59.9134,62.5136,63.9539,64.5860,65.5336,67.7410,69.0880,69.8176,71.2987,72.5368,73.5784,74.6258,75.6940,76.8638,78.0526,79.2617,80.4259,81.5927,82.8688,84.2098,85.4827,86.7022,87.9088,89.1747,90.3844,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4665,100.4551,101.4784,102.5273,103.5639,104.5906,105.5990,106.6052,107.6243,108.6489
Player61OnsetTimes,12.6380,15.2196,16.5822,17.4575,18.1386,19.8385,20.9850,22.1791,23.4751,24.7661,26.2627,27.6756,28.8566,30.0388,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,61.9926,63.3495,64.3667,66.2128,67.4854,68.3577,70.2112,71.5006,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5318,85.4518,87.4102,88.6275,89.3763,90.0490,90.9477,92.1292,93.3910,94.5365,95.5073,96.3824,97.2858,98.2917,99.3860,100.5045,101.5730,102.5592,103.5174,104.4953,105.5204,106.5887,107.6392,108.6646
Player62OnsetTimes,12.4988,15.0765,16.5471,17.5291,18.2360,19.8268,20.8968,23.3171,24.6717,25.1322,26.3684,27.4990,29.6565,30.9473,31.5666,32.5963,33.7299,36.4729,37.8783,38.4695,39.2813,41.2648,42.7501,43.6746,45.2013,46.4120,47.5372,49.8578,51.2047,51.8227,53.0783,54.3642,57.1218,58.5866,59.0529,60.2021,61.2882,63.7067,65.2056,65.8579,67.1468,68.2513,70.5721,71.9176,72.6001,73.1835,75.1336,76.4781,77.2686,78.4729,79.3748,81.0244,82.0767,82.8688,84.7621,85.9883,86.7669,88.3513,89.5172,90.3534,91.1155,92.0347,93.1410,94.3211,95.4317,96.4275,97.3634,98.3079,99.3240,100.3917,101.4631,102.5033,103.5027,104.4953,105.4902,106.5251,107.5749,108.6139
Player63OnsetTimes,12.9027,14.9798,16.1480,17.2000,18.1993,20.2738,21.3797,22.2693,24.2706,25.4942,26.4046,28.1368,29.1979,30.0276,31.9384,33.1321,34.0151,35.9852,37.1928,38.1383,39.9625,41.2067,42.2143,44.1827,45.3450,46.1923,48.2377,49.5619,50.3976,52.0826,53.3141,54.4169,56.8533,58.2904,58.9601,60.1870,61.3522,62.5914,64.0626,65.5336,67.0382,68.4194,69.6959,70.9630,72.3310,73.6699,74.9034,75.9552,76.9564,77.9903,79.1673,80.4106,81.6871,83.0051,84.3009,85.5148,86.7022,87.9241,89.2370,90.4764,91.5391,92.4668,93.3602,94.3058,95.3391,96.4275,97.5026,98.5367,99.5329,100.5209,101.5245,102.5432,103.5791,104.6204,105.6451,106.6519,107.6553,108.6796
Player64OnsetTimes,14.7278,15.2428,15.7650,16.6082,17.8593,20.7795,22.1184,22.6254,23.5347,25.4239,26.8506,27.7586,29.1979,30.2857,31.2204,33.2040,34.5910,35.5187,37.0641,38.3398,39.3406,41.5156,42.9599,43.7062,44.9100,46.0839,47.4250,48.8320,50.2556,52.9946,54.3320,54.7776,56.1811,57.3481,59.6129,60.9081,61.6037,63.0119,64.2893,65.4512,68.0955,69.5201,70.0054,70.8703,73.0882,74.4353,75.0705,75.9402,77.6011,78.5965,79.2436,80.7216,81.8738,82.8994,85.0822,86.2975,86.8468,87.9858,89.0975,90.2106,91.2821,92.3141,93.2989,94.2740,95.2693,96.2910,97.3485,98.3992,99.4193,100.4236,101.4311,102.4573,103.4874,104.5119,105.5204,106.5401,107.5749,108.5957
Player65OnsetTimes,13.5184,15.0653,15.7887,16.7710,18.0198,20.7212,21.9645,22.5321,23.6861,24.7082,26.0381,27.4759,28.8083,30.1333,31.3879,32.5238,33.8247,35.2814,36.6509,38.1496,39.4947,40.7675,42.1490,43.5098,44.7800,46.1765,47.6768,49.0826,50.3976,52.8974,54.2002,54.7776,56.0555,57.2770,59.8647,61.2733,61.8526,62.8556,65.1757,66.5085,67.2380,68.6388,69.7874,70.9163,72.2359,73.6310,74.9589,76.0484,77.0332,78.0212,79.1673,80.4106,81.7041,83.0370,84.3474,85.5472,86.7188,87.9397,89.2523,90.4914,91.5554,92.4817,93.3761,94.3364,95.3849,96.4734,97.5322,98.5367,99.5166,100.5209,101.5400,102.5744,103.6104,104.6351,105.6451,106.6519,107.6711,108.6958
